kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	f	21	f21	pooled_sirna	prkca	l-003523-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	f	22	f22	pooled_sirna	guk1	l-006734-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	f	23	f23	control	mock	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	f	24	f24	control	mock	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	g	1	g01	control	on-targetplus non-targeting pool	d-001810-10
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	g	2	g02	control	arpc3	l-005284-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	g	3	g03	pooled_sirna	ckm	l-006707-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	g	4	g04	pooled_sirna	efnb3	l-011261-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	g	5	g05	pooled_sirna	map4k3	l-003588-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	g	6	g06	pooled_sirna	ephb3	l-003123-01
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	g	7	g07	pooled_sirna	prkdc	l-005030-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	g	8	g08	pooled_sirna	prkcb	l-003758-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	g	9	g09	pooled_sirna	prpf4b	l-004074-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	g	10	g10	pooled_sirna	dgkd	l-006713-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	g	11	g11	pooled_sirna	riok3	l-005040-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	g	12	g12	pooled_sirna	ephb4	l-003124-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	g	13	g13	pooled_sirna	dclk3	l-005337-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	g	14	g14	pooled_sirna	dclk2	l-005017-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	g	15	g15	pooled_sirna	exosc10	l-010904-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	g	16	g16	pooled_sirna	none	l-006705-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	g	17	g17	pooled_sirna	none	l-006767-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	g	18	g18	pooled_sirna	prkar2b	l-007673-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	g	19	g19	pooled_sirna	ak3	l-006701-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	g	20	g20	pooled_sirna	pck2	l-006797-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	g	21	g21	pooled_sirna	plk3	l-003257-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	g	22	g22	pooled_sirna	amhr2	l-005307-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	g	23	g23	control	mock	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	g	24	g24	control	mock	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	h	1	h01	control	mock	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	h	2	h02	control	on-targetplus non-targeting pool	d-001810-10
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	h	3	h03	pooled_sirna	dusp21	l-007893-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	h	4	h04	pooled_sirna	hus1	l-003267-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	h	5	h05	pooled_sirna	cdkn2b	l-003245-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	h	6	h06	pooled_sirna	tlk1	l-004174-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	h	7	h07	pooled_sirna	dlg1	l-009415-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	h	8	h08	pooled_sirna	pfkm	l-006765-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	h	9	h09	pooled_sirna	c9orf96	l-005347-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	h	10	h10	pooled_sirna	prkaa2	l-005361-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	h	11	h11	pooled_sirna	map2k1	l-003571-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	h	12	h12	pooled_sirna	itpkb	l-006743-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	h	13	h13	pooled_sirna	galk2	l-006725-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	h	14	h14	pooled_sirna	mpp3	l-010612-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	h	15	h15	pooled_sirna	ntrk1	l-003159-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	h	16	h16	pooled_sirna	none	l-003237-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	h	17	h17	pooled_sirna	nme4	l-006494-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	h	18	h18	pooled_sirna	pdpk1	l-003017-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	h	19	h19	pooled_sirna	braf	l-003460-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	h	20	h20	pooled_sirna	pstk	l-016512-01
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	h	21	h21	pooled_sirna	pask	l-005018-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	h	22	h22	pooled_sirna	epha4	l-003118-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	h	23	h23	control	mock	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	h	24	h24	control	mock	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	i	1	i01	control	cdc42	l-005057-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	i	2	i02	control	mock	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	i	3	i03	pooled_sirna	dclk1	l-004884-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	i	4	i04	pooled_sirna	wnk1	l-005362-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	i	5	i05	pooled_sirna	gk2	l-015091-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	i	6	i06	pooled_sirna	tsks	l-013077-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	i	7	i07	pooled_sirna	xrcc6bp1	l-015098-02
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	i	8	i08	pooled_sirna	stk19	l-005378-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	i	9	i09	pooled_sirna	trpm7	l-005393-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	i	10	i10	pooled_sirna	mapk12	l-003590-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	i	11	i11	pooled_sirna	mylk	l-005351-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	i	12	i12	pooled_sirna	galk1	l-007728-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	i	13	i13	pooled_sirna	gucy2f	l-004515-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	i	14	i14	control	unknown	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	i	15	i15	pooled_sirna	gsk3b	l-003010-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	i	16	i16	control	unknown	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	i	17	i17	pooled_sirna	mst1r	l-003157-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	i	18	i18	control	unknown	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	i	19	i19	pooled_sirna	ak2	l-006812-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	i	20	i20	control	unknown	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	i	21	i21	pooled_sirna	nek7	l-003795-00
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	i	22	i22	control	unknown	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	i	23	i23	control	mock	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	i	24	i24	control	mock	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	j	1	j01	control	mock	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	j	2	j02	control	on-targetplus non-targeting pool	d-001810-10
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	j	3	j03	control	unknown	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	j	4	j04	control	unknown	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	j	5	j05	control	unknown	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	j	6	j06	control	unknown	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	j	7	j07	control	unknown	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	j	8	j08	control	unknown	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	j	9	j09	control	unknown	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	j	10	j10	control	unknown	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	j	11	j11	control	unknown	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	j	12	j12	control	unknown	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	j	13	j13	control	unknown	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	j	14	j14	control	unknown	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	j	15	j15	control	unknown	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	j	16	j16	control	unknown	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	j	17	j17	control	unknown	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	j	18	j18	control	unknown	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	j	19	j19	control	unknown	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	j	20	j20	control	unknown	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	j	21	j21	control	unknown	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	j	22	j22	control	unknown	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	j	23	j23	control	mock	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	j	24	j24	control	mock	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	k	1	k01	control	mock	none
kb03-1a	bacteria-dp-k1	bacteria	kinome	1	dharmacon	k	2	k02	control	mock	none
